,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
631,"275 Village Green Sq Toronto Ontario M1S 0L8, Toronto, Ontario",-79.282762,43.779324,/CA/Condo-For-Sale/ON/Toronto/Agincourt/275-Village-Green-Sq-Toronto-Ontario-M1S-0L8/87241783.html,"$568,000 CAD",2 Beds,2 Baths,790 Sqft,Condo
632,"285 Birchmount road, Toronto, Ontario",-79.264008,43.697903,/CA/Home-For-Sale/ON/Toronto/Birch-Cliff/285-Birchmount-road/87413099.html,"$1,375,000 CAD",4 Beds,5 Baths,2500 Sqft,Residential
633,"2885 Bayview Avenue, Toronto, Ontario",-79.388066,43.768617,/CA/Condo-For-Sale/ON/Toronto/Bayview-Village/2885-Bayview-Avenue/87327588.html,"$578,000 CAD",1 Bed,1 Bath,700 Sqft,Condo
634,"29 Queens Quay E, Toronto, Ontario",-79.372704,43.642275,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/29-Queens-Quay-E/87459282.html,"$1,599,000 CAD",2 Beds,2 Baths,1300 Sqft,Condo
635,"290 Adelaide St Toronto Ontario, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/290-Adelaide-St-Toronto-Ontario/86737845.html,"$979,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
659,"290 Adelaide St Toronto, Toronto, Ontario",-79.46,43.65,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/290-Adelaide-St-Toronto/86625615.html,"$979,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
372,"290 Adelaide St W, Toronto, Ontario",-79.391025,43.647876,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/290-Adelaide-St-W/85274245.html,"$599,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
638,"290 Adelaide St West Toronto, Toronto, Ontario",-79.370172,43.652169,/CA/Home-For-Sale/ON/Toronto/Old-Town/290-Adelaide-St-West-Toronto/87460833.html,"$739,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
639,"290 Adelaide St West Toronto, Toronto, Ontario",-79.370172,43.652169,/CA/Home-For-Sale/ON/Toronto/Old-Town/290-Adelaide-St-West-Toronto/86769971.html,"$979,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
640,"295 Adelaide St W, Toronto, Ontario",-79.39076,43.647603,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/295-Adelaide-St-W/85799146.html,"$869,000 CAD",2 Beds,2 Baths,799 Sqft,Residential
641,"295 Adelaide St West Tor ON, Toronto, Ontario",-79.39076,43.647603,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/295-Adelaide-St-West-Tor-ON/86273882.html,"$924,900 CAD",2 Beds,2 Baths,899 Sqft,Residential
642,"295 Adelaide St West Toronto, Toronto, Ontario",-79.39076,43.647603,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/295-Adelaide-St-West-Toronto/86154017.html,"$869,000 CAD",2 Beds,2 Baths,799 Sqft,Residential
643,"3 Navy Wharf Crt, Toronto, Ontario",-79.390859,43.640311,/CA/Home-For-Sale/ON/Toronto/Cityplace/3-Navy-Wharf-Crt/87460843.html,"$999,000 CAD",2 Beds,2 Baths,1199 Sqft,Residential
644,"30 Nelson St Toronto ON, Toronto, Ontario",-79.231585,43.746414,/CA/Home-For-Sale/ON/Toronto/Woburn/30-Nelson-St-Toronto-ON/86557638.html,"$838,000 CAD",2 Beds,2 Baths,799 Sqft,Residential
712,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Home-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/85649794.html,"$549,900 CAD",1 Bed,1 Bath,600 Sqft,Residential
223,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/86815696.html,"$1,628,900 CAD",3 Beds,2 Baths,1917 Sqft,Condo
416,"30 Ordnance St, Toronto, Ontario",-79.409769,43.639732,/CA/Condo-For-Sale/ON/Toronto/Fort-York/30-Ordnance-St/84110740.html,"$720,800 CAD",1 Bed,1 Bath,618 Sqft,Condo
648,"300 Front St W, Toronto, Ontario",-79.389439,43.644062,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/300-Front-St-W/86472244.html,"$1,995,000 CAD",2 Beds,3 Baths,1799 Sqft,Residential
649,"31 Jane Osler Blvd, Toronto, Ontario",-79.459742,43.723895,/CA/Home-For-Sale/ON/Toronto/Downsview/31-Jane-Osler-Blvd/85319471.html,"$2,190,000 CAD",5 Beds,4 Baths,3000 Sqft,Residential
342,"311 Bay St Toronto Ontario, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/311-Bay-St-Toronto-Ontario/86230090.html,"$3,100,000 CAD",2 Beds,3 Baths,2228 Sqft,Residential
651,"311 Bay St, Toronto, Ontario",-79.38044,43.649783,/CA/Condo-For-Sale/ON/Toronto/Financial-District/311-Bay-St/87459276.html,"$1,599,000 CAD",1 Bed,2 Baths,1500 Sqft,Condo
709,"32 Davenport Rd Toronto, Toronto, Ontario",-79.38989,43.673344,/CA/Home-For-Sale/ON/Toronto/Yorkville/32-Davenport-Rd-Toronto/85974074.html,"$1,688,000 CAD",3 Beds,3 Baths,1399 Sqft,Residential
653,"33 Prospect Street, Toronto, Ontario",-79.367,43.6645,/CA/Home-For-Sale/ON/Toronto/Cabbagetown/33-Prospect-Street/87459318.html,"$1,349,000 CAD",3 Beds,3 Baths,2129 Sqft,House
654,"35 Bastion St, Toronto, Ontario",-79.403575,43.637205,/CA/Home-For-Sale/ON/Toronto/Fort-York/35-Bastion-St/84674001.html,"$849,900 CAD",2 Beds,2 Baths,999 Sqft,Residential
655,"35 Empress Avenue, Toronto, Ontario",-79.411341,43.769267,/CA/Condo-For-Sale/ON/Toronto/Willowdale/35-Empress-Avenue/87327585.html,"$599,000 CAD",2 Beds,2 Baths,900 Sqft,Condo
656,"355 King St W Toronto ON, Toronto, Ontario",-79.392083,43.646011,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/355-King-St-W-Toronto-ON/86739531.html,"$760,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
657,"355 King St W, Toronto, Ontario",-79.391945,43.645966,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/355-King-St-W/78015017.html,"$855,000 CAD",3 Beds,2 Baths,847 Sqft,Condo
658,"355 King St W, Toronto, Ontario",-79.391945,43.645966,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/355-King-St-W/75493797.html,"$699,000 CAD",1 Bed,1 Bath,569 Sqft,Condo
373,"355 King St W, Toronto, Ontario",-79.391945,43.645966,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/355-King-St-W/75494670.html,"$1,099,999 CAD",3 Beds,2 Baths,1000 Sqft,Residential
660,"36 Charlotte Street, Toronto, Ontario",-79.394263,43.646642,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/36-Charlotte-Street/87327407.html,"$649,900 CAD",1 Bed,1 Bath,699 Sqft,Condo
661,"36 Hazelton Ave, Toronto, Ontario",-79.39381,43.671864,/CA/Home-For-Sale/ON/Toronto/Yorkville/36-Hazelton-Ave/85425406.html,"$4,400,000 CAD",2 Beds,3 Baths,2700 Sqft,Residential
662,"36 Lisgar St Toronto Ontario M6J3G2, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/36-Lisgar-St-Toronto-Ontario-M6J3G2/78079922.html,"$479,900 CAD",1 Bed,2 Baths,728 Sqft,Apartment
663,"361 Front St West, Toronto, Ontario",-79.391639,43.643097,/CA/Home-For-Sale/ON/Toronto/Cityplace/361-Front-St-West/86153974.html,"$685,000 CAD",1 Bed,1 Bath,799 Sqft,Residential
664,"38 Elm Street Toronto, Toronto, Ontario",-79.383296,43.657776,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/38-Elm-Street-Toronto/86625469.html,"$789,000 CAD",1 Bed,2 Baths,899 Sqft,Residential
22,"386 Yonge St , Toronto, Ontario",-79.382544,43.659373,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/386-Yonge-St-/87411997.html,"$849,000 CAD",1 Bed,1 Bath,750 Sqft,Condo
666,"39 Queens Quay E, Toronto, Ontario",-79.372125,43.64244,/CA/Home-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/39-Queens-Quay-E/85604968.html,"$739,000 CAD",1 Bed,1 Bath,699 Sqft,Residential
742,"42 Charles St. East, Toronto, Ontario",-79.384182,43.669355,/CA/Home-For-Sale/ON/Toronto/Church-and-Wellesley/42-Charles-St-East/82238868.html,"$599,900 CAD",1 Bed,1 Bath,480 Sqft,Apartment
668,"4331B Bloor St West, Toronto, Ontario",-79.574808,43.631942,/CA/Home-For-Sale/ON/Toronto/Markland-Wood/4331B-Bloor-St-West/76541484.html,"$885,000 CAD",3 Beds,3 Baths,2225 Sqft,Townhouse
669,"4K Spadina Ave Toronto, Toronto, Ontario",-79.394848,43.6407,/CA/Home-For-Sale/ON/Toronto/Cityplace/4K-Spadina-Ave-Toronto/85274447.html,"$699,900 CAD",2 Beds,2 Baths,799 Sqft,Residential
670,"5 MASSEY SQUARE, Toronto, Ontario",-79.292759,43.696275,/CA/Home-For-Sale/ON/Toronto/Crescent-Town/5-MASSEY-SQUARE/87363340.html,"$325,000 CAD",1 Bed,1 Bath,780 Sqft,Apartment
671,"50 Lynn Williams St, Toronto, Ontario",-79.415185,43.639644,/CA/Home-For-Sale/ON/Toronto/King-West-Village/50-Lynn-Williams-St/80813667.html,"$499,900 CAD",1 Bed,1 Bath,675 Sqft,Residential
672,"50 Yorkville Ave, Toronto, Ontario",-79.389563,43.671687,/CA/Home-For-Sale/ON/Toronto/Yorkville/50-Yorkville-Ave/85683529.html,"$6,395,000 CAD",2 Beds,3 Baths,2749 Sqft,Residential
673,"500 Queens Quay W, Toronto, Ontario",-79.395147,43.63776,/CA/Home-For-Sale/ON/Toronto/Harbourfront/500-Queens-Quay-W/85651171.html,"$1,199,000 CAD",2 Beds,2 Baths,1399 Sqft,Residential
674,"501 Adelaide St Toronto, Toronto, Ontario",-79.400354,43.64578,/CA/Home-For-Sale/ON/Toronto/Fashion-District/501-Adelaide-St-Toronto/85374003.html,"$618,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
675,"508 Wellington St toronto, Toronto, Ontario",-79.46,43.65,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/508-Wellington-St-toronto/85039245.html,"$599,999 CAD",1 Bed,1 Bath,699 Sqft,Residential
766,"508 Wellington St torotno, Toronto, Ontario",-79.399132,43.643406,/CA/Home-For-Sale/ON/Toronto/Fashion-District/508-Wellington-St-torotno/85683490.html,"$718,000 CAD",1 Bed,1 Bath,699 Sqft,Residential
677,"5180 Yonge St, Toronto, Ontario",-79.413594,43.770358,/CA/Condo-For-Sale/ON/Toronto/Willowdale/5180-Yonge-St/76372453.html,"$750,000 CAD",2 Beds,2 Baths,707 Sqft,Condo
678,"55 Bremner Blvd, Toronto, Ontario",-79.380503,43.642945,/CA/Condo-For-Sale/ON/Toronto/Financial-District/55-Bremner-Blvd/87411852.html,"$749,900 CAD",1 Bed,1 Bath,650 Sqft,Condo
679,"55 Scollard St, Toronto, Ontario",-79.390049,43.672047,/CA/Home-For-Sale/ON/Toronto/Yorkville/55-Scollard-St/85319492.html,"$1,595,000 CAD",1 Bed,2 Baths,1199 Sqft,Residential
680,"559 Bloor St E, Toronto, Ontario",-79.373998,43.672213,/CA/Home-For-Sale/ON/Toronto/St-James-Town/559-Bloor-St-E/75205812.html,"$999,999 CAD",1 Bed,1 Bath,920 Sqft,Apartment
681,"576 Front St West, Toronto, Ontario",-79.400745,43.641138,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/576-Front-St-West/87327399.html,"$999,000 CAD",2 Beds,2 Baths,1000 Sqft,Condo
682,"58 Orchard View Blvd, Toronto, Ontario",-79.400684,43.708163,/CA/Condo-For-Sale/ON/Toronto/North-Toronto/58-Orchard-View-Blvd/87327586.html,"$598,000 CAD",1 Bed,1 Bath,600 Sqft,Condo
683,"585 Bloor Street East, Toronto, Ontario",-79.372403,43.671819,/CA/Condo-For-Sale/ON/Toronto/St-James-Town/585-Bloor-Street-East/85274585.html,"$830,000 CAD",2 Beds,2 Baths,845 Sqft,Condo
684,"591 Dundas St E, Toronto, Ontario",-79.360793,43.660355,/CA/Condo-For-Sale/ON/Toronto/Regent-Park-Trefann-Court/591-Dundas-St-E/84038051.html,"$509,000 CAD",1 Bed,1 Bath,469 Sqft,Condo
685,"620 King Street West, Toronto, Ontario",-79.400784,43.644574,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/620-King-Street-West/79759290.html,"$509,900 CAD",1 Bed,1 Bath,424 Sqft,Condo
790,"65 Bremner Blvd toronto, Toronto, Ontario",-79.380647,43.642914,/CA/Home-For-Sale/ON/Toronto/Financial-District/65-Bremner-Blvd-toronto/84497847.html,"$779,900 CAD",2 Beds,2 Baths,799 Sqft,Residential
687,"65 St Mary St Toronto, Toronto, Ontario",-79.389042,43.666898,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/65-St-Mary-St-Toronto/86737925.html,"$1,095,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
814,"70 Distillery Lane, Toronto, Ontario",-79.357935,43.650118,/CA/Condo-For-Sale/ON/Toronto/Distillery-District/70-Distillery-Lane/76102275.html,"$600,000 CAD",1 Bed,1 Bath,538 Sqft,Condo
838,"717-719 Queen St W, Toronto, Ontario",-79.41255,43.645328,/CA/Other-Sale/ON/Toronto/Niagara/717-719-Queen-St-W/85650959.html,"$3,650,000 CAD",2 Beds,4 Baths,2879 Sqft,Other
862,"75 Portland St Toronto, Toronto, Ontario",-79.399479,43.643901,/CA/Home-For-Sale/ON/Toronto/Fashion-District/75-Portland-St-Toronto/86738003.html,"$1,100,000 CAD",1 Bed,2 Baths,1399 Sqft,Residential
691,"75 Portland St toronto, Toronto, Ontario",-79.399479,43.643901,/CA/Home-For-Sale/ON/Toronto/Fashion-District/75-Portland-St-toronto/85683487.html,"$675,000 CAD",1 Bed,1 Bath,799 Sqft,Residential
692,"75 York Mills Rd, Toronto, Ontario",-79.401093,43.744085,/CA/Home-For-Sale/ON/Toronto/Hoggs-Hollow/75-York-Mills-Rd/87413307.html,"$695,000 CAD",1 Bed,2 Baths,812 Sqft,Residential
693,"750 Bay St Toronto, Toronto, Ontario",-79.46,43.65,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/750-Bay-St-Toronto/86315103.html,"$760,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
694,"761 BAY Street 312, Toronto, Ontario",-79.385591,43.660143,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/761-BAY-Street/87416194.html,"$679,900 CAD",1 Bed,1 Bath,580 Sqft,Condo
886,"77 Harbour Sq Toronto, Toronto, Ontario",-79.37889,43.64,/CA/Home-For-Sale/ON/Toronto/Harbourfront/77-Harbour-Sq-Toronto/86528263.html,"$1,150,000 CAD",2 Beds,2 Baths,1199 Sqft,Residential
696,"770 Bay Street Toronto ON, Toronto, Ontario",-79.385869,43.660137,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/770-Bay-Street-Toronto-ON/87384263.html,"$728,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
697,"770 Bay Street, Toronto, Ontario",-79.385869,43.660137,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/770-Bay-Street/87327401.html,"$728,000 CAD",1 Bed,1 Bath,599 Sqft,Condo
910,"78 Harrison Garden Blvd, Toronto, Ontario",-79.407116,43.756057,/CA/Condo-For-Sale/ON/Toronto/Willowdale/78-Harrison-Garden-Blvd/87327502.html,"$995,000 CAD",2 Beds,3 Baths,1500 Sqft,Condo
699,"8 Charlotte St, Toronto, Ontario",-79.394064,43.646016,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/8-Charlotte-St/87411547.html,"$699,900 CAD",1 Bed,1 Bath,550 Sqft,Condo
700,"8 Charlotte Street Toronto, Toronto, Ontario",-79.394064,43.646016,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/8-Charlotte-Street-Toronto/87199064.html,"$2,599,000 CAD",3 Beds,3 Baths,1799 Sqft,Residential
934,"8 Eglinton Ave, Toronto, Ontario",-79.397771,43.707083,/CA/Home-For-Sale/ON/Toronto/Sherwood-Park/8-Eglinton-Ave/85868130.html,"$769,900 CAD",1 Bed,2 Baths,799 Sqft,Residential
702,"8 the Esplanade ave, Toronto, Ontario",-79.376349,43.646236,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/8-the-Esplanade-ave/72343174.html,"$624,900 CAD",1 Bed,1 Bath,602 Sqft,Condo
703,"8 The Esplanade, Toronto, Ontario",-79.376349,43.646236,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/8-The-Esplanade/87327581.html,"$649,900 CAD",1 Bed,1 Bath,699 Sqft,Condo
704,"8 York St Toronto, Toronto, Ontario",-79.380815,43.640495,/CA/Home-For-Sale/ON/Toronto/Harbourfront/8-York-St-Toronto/86471227.html,"$1,080,000 CAD",2 Beds,2 Baths,1199 Sqft,Residential
705,"80 Queens Wharf Rd, Toronto, Ontario",-79.399676,43.638632,/CA/Home-For-Sale/ON/Toronto/Cityplace/80-Queens-Wharf-Rd/85098778.html,"$777,000 CAD",2 Beds,2 Baths,899 Sqft,Residential
706,"80 Yorkville Ave toronto, Toronto, Ontario",-79.391392,43.671482,/CA/Home-For-Sale/ON/Toronto/Yorkville/80-Yorkville-Ave-toronto/85683534.html,"$7,500,000 CAD",2 Beds,3 Baths,3999 Sqft,Residential
707,"825 Church St toronto, Toronto, Ontario",-79.387029,43.672986,/CA/Home-For-Sale/ON/Toronto/Midtown-Toronto/Rosedale/825-Church-St-toronto/84989525.html,"$1,250,000 CAD",1 Bed,2 Baths,1199 Sqft,Residential
708,"85 Queen Wharf Rd, Toronto, Ontario",-79.398839,43.638833,/CA/Home-For-Sale/ON/Toronto/Cityplace/85-Queen-Wharf-Rd/86815511.html,"$599,999 CAD",1 Bed,1 Bath,599 Sqft,Residential
958,"87 Peter St W Toronto, Toronto, Ontario",-79.392397,43.646944,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/87-Peter-St-W-Toronto/85425451.html,"$599,900 CAD",1 Bed,1 Bath,599 Sqft,Residential
710,"88 Blue Jays Way, Toronto, Ontario",-79.392318,43.645475,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/88-Blue-Jays-Way/85274429.html,"$669,000 CAD",1 Bed,1 Bath,599 Sqft,Residential
982,"88 Blue Jays Way, Toronto, Ontario",-79.392318,43.645475,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/88-Blue-Jays-Way/85868094.html,"$699,900 CAD",1 Bed,1 Bath,699 Sqft,Residential
1006,"88 Cumberland St, Toronto, Ontario",-79.390689,43.670568,/CA/Condo-For-Sale/ON/Toronto/Yorkville/88-Cumberland-St/87416634.html,"$1,095,000 CAD",1 Bed,1 Bath,871 Sqft,Condo
713,"92 King St E, Toronto, Ontario",-79.37495,43.650055,/CA/Condo-For-Sale/ON/Toronto/Old-Town/92-King-St-E/85604938.html,"$599,999 CAD",2 Beds,1 Bath,720 Sqft,Condo
1030,"93 Berkeley St, Toronto, Ontario",-79.364605,43.653646,/CA/Condo-For-Sale/ON/Toronto/Old-Town/93-Berkeley-St/86814891.html,"$645,900 CAD",2 Beds,1 Bath,895 Sqft,Condo
1054,"99 Broadway Avenue, Toronto, Ontario",-79.393309,43.710523,/CA/Condo-For-Sale/ON/Toronto/Sherwood-Park/99-Broadway-Avenue/79056503.html,"$549,000 CAD",1 Bed,1 Bath,595 Sqft,Condo
716,"Lake & Town Urban Townhomes, Etobicoke, Ontario",-79.5656,43.6436,/CA/Home-For-Sale/ON/Toronto/Bloordale-West-Mall/Lake-Town-Urban-Townhomes/86557282.html,"$675,000 CAD",2 Beds,2 Baths,900 Sqft,Residential
717,"Lower River Street, Toronto, Ontario",-79.355343,43.656321,/CA/Condo-For-Sale/ON/Toronto/Downtown-Toronto/Corktown/Lower-River-Street/82677074.html,"$649,800 CAD",2 Beds,1 Bath,605 Sqft,Condo
718,"No address available, Toronto, Ontario",-79.397558,43.784291,/CA/Home-For-Sale/ON/Toronto/Newtonbrook/No-address-available/87460690.html,"$1,499,000 CAD",4 Beds,4 Baths,1920 Sqft,Residential
719,"Sky Tower One Yonge Condos - 11 Yonge Street, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Sky-Tower-One-Yonge-Condos-11-Yonge-Street/86526155.html,"$769,900 CAD",1 Bed,1 Bath,550 Sqft,Apartment
