,address,long,lat,data_url,price_$CAN,beds,baths,sqft,type
390,"21 Olive Ave Toronto Ontario M2N4N4, Toronto, Ontario",-79.41374,43.778832,/CA/Home-For-Sale/ON/Toronto/Willowdale/21-Olive-Ave-Toronto-Ontario-M2N4N4/82062973.html,"$699,999 CAD",--,--,--,Residential
391,"9 Spadina Ave, Toronto, Ontario",-79.392462,43.640149,/CA/Condo-For-Sale/ON/Toronto/Cityplace/9-Spadina-Ave/87206481.html,"$599,800 CAD",1 Bed,--,--,Condo
2196,"263 Wellington St W toronto, Toronto, Ontario",-79.390883,43.644667,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/263-Wellington-St-W-toronto/84215864.html,"$699,900 CAD",--,--,--,Residential
393,"720 Spadina Ave, Toronto, Ontario",-79.403621,43.665291,/CA/Condo-For-Sale/ON/Toronto/Harbord-Village/720-Spadina-Ave/82916274.html,"$299,800 CAD",--,1 Bath,--,Condo
394,"Greenwich Village Towns - 847 Sheppard Avenue West, Toronto, ON, Toronto, Ontario",-79.46,43.65,/CA/Home-For-Sale/ON/Toronto/West-End-Toronto/High-Park/Greenwich-Village-Towns-847-Sheppard-Avenue-West-Toronto-ON/86570976.html,"$700,000 CAD",--,--,--,Residential
2220,"21 Iceboat Terr, Toronto, Ontario",-79.396901,43.640507,/CA/Home-For-Sale/ON/Toronto/Cityplace/21-Iceboat-Terr/84081168.html,"$749,000 CAD",--,--,--,Residential
396,"15 Iceboat Terr, Toronto, Ontario",-79.397807,43.640311,/CA/Condo-For-Sale/ON/Toronto/Cityplace/15-Iceboat-Terr/87145414.html,"$499,900 CAD",1 Bed,1 Bath,--,Condo
397,"10 Kenneth Ave, Toronto, Ontario",-79.405878,43.764029,/CA/Condo-For-Sale/ON/Toronto/Willowdale/10-Kenneth-Ave/81377956.html,"$700,000 CAD",2 Beds,2 Baths,--,Condo
398,"209 Fort York Blvd, Toronto, Ontario",-79.404733,43.637167,/CA/Condo-For-Sale/ON/Toronto/Fort-York/209-Fort-York-Blvd/79762944.html,"$839,900 CAD",2 Beds,2 Baths,--,Condo
399,"17 Bathurst St, Toronto, Ontario",-79.39949,43.637411,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/17-Bathurst-St/87329140.html,"$554,900 CAD",1 Bed,1 Bath,--,Condo
400,"28 Douro St, Toronto, Ontario",-79.412944,43.640753,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/28-Douro-St/82918670.html,"$699,999 CAD",--,--,--,Condo
401,"165 Cherokee Blvd, Toronto, Ontario",-79.335772,43.792439,/CA/Condo-For-Sale/ON/Toronto/Pleasantview/165-Cherokee-Blvd/84388594.html,"$499,000 CAD",4 Beds,2 Baths,--,Condo
2244,"30 Sunrise Ave, Toronto, Ontario",-79.302763,43.719849,/CA/Condo-For-Sale/ON/Toronto/Clairlea/30-Sunrise-Ave/75978309.html,"$479,900 CAD",4 Beds,2 Baths,--,Condo
403,"88 Blue Jays Way `, Toronto, Ontario",-79.392318,43.645475,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/88-Blue-Jays-Way-/86006017.html,"$699,900 CAD",1 Bed,1 Bath,--,Condo
404,"Lakeside Residences - 215 Lake Shore Boulevard East, Toronto, ON, Toronto, Ontario",-79.3151,43.6654,/CA/Home-For-Sale/ON/Toronto/The-Beach/Lakeside-Residences-215-Lake-Shore-Boulevard-East-Toronto-ON/86041580.html,"$650,990 CAD",--,--,--,Residential
405,"1682 Victoria Park Avenue, Toronto, Ontario",-79.306129,43.732403,/CA/Other-Sale/ON/Toronto/Victoria-Park-Village/1682-Victoria-Park-Avenue/82258406.html,"$741,990 CAD",--,--,--,Other
406,"No address available, Toronto, Ontario",-79.416262,43.640994,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/No-address-available/86680387.html,"$599,900 CAD",1 Bed,1 Bath,--,Condo
407,"199 Richmond St W toronto, Toronto, Ontario",-79.388412,43.649426,/CA/Home-For-Sale/ON/Toronto/Entertainment-District/199-Richmond-St-W-toronto/84135439.html,"$699,900 CAD",--,--,--,Residential
408,"No address available, Toronto, Ontario",-79.22995,43.774889,/CA/Condo-For-Sale/ON/Toronto/Curran-Hall/No-address-available/81813339.html,"$629,900 CAD",2 Beds,--,864 Sqft,Condo
409,"103 The Queensway Ave, Toronto, Ontario",-79.470213,43.636305,/CA/Condo-For-Sale/ON/Toronto/Swansea/103-The-Queensway-Ave/86725997.html,"$599,000 CAD",1 Bed,1 Bath,--,Condo
410,"10 Bradworthy Crt, Toronto, Ontario",-79.202564,43.802746,/CA/Home-For-Sale/ON/Toronto/Malvern/10-Bradworthy-Crt/78483578.html,"$585,000 CAD",4 Beds,2 Baths,--,Residential
411,"1240 Avenue Road, Toronto, Ontario",-79.412076,43.713755,/CA/Other-Sale/ON/Toronto/Lytton-Park/1240-Avenue-Road/82759150.html,"$2,395,000 CAD",--,--,--,Other
412,"250 Wellington St W, Toronto, Ontario",-79.390868,43.645072,/CA/Condo-For-Sale/ON/Toronto/Entertainment-District/250-Wellington-St-W/87145406.html,"$499,000 CAD",1 Bed,1 Bath,--,Condo
413,"WaterWorks Toronto - 505 Richmond Street West, Toronto, ON, Toronto, Ontario",-79.399598,43.647126,/CA/Home-For-Sale/ON/Toronto/Fashion-District/WaterWorks-Toronto-505-Richmond-Street-West-Toronto-ON/86041641.html,"$635,000 CAD",--,--,--,Residential
414,"Guildwood Condomimiums - 3655 Kingston Road, Toronto, ON, Toronto, Ontario",-79.1966,43.7434,/CA/Home-For-Sale/ON/Toronto/Guildwood/Guildwood-Condomimiums-3655-Kingston-Road-Toronto-ON/86041694.html,"$327,900 CAD",--,--,--,Residential
415,"916 Scarborough Golf Clu Rd, Toronto, Ontario",-79.220805,43.774179,/CA/Home-For-Sale/ON/Toronto/Curran-Hall/916-Scarborough-Golf-Clu-Rd/83956221.html,"$849,900 CAD",3 Beds,3 Baths,--,Residential
2268,"121 Mcmahon Dr, Toronto, Ontario",-79.370623,43.767726,/CA/Condo-For-Sale/ON/Toronto/Bayview-Village/121-Mcmahon-Dr/79084368.html,"$675,000 CAD",2 Beds,2 Baths,--,Condo
417,"8833 Sheppard Avenue East, Toronto, Ontario",-79.183677,43.805381,/CA/Condo-For-Sale/ON/Toronto/Rouge-Hill/8833-Sheppard-Avenue-East/72298508.html,"$534,990 CAD",--,--,--,Condo
418,"9 Spadina Ave, Toronto, Ontario",-79.392462,43.640149,/CA/Condo-For-Sale/ON/Toronto/Cityplace/9-Spadina-Ave/87361752.html,"$599,800 CAD",1 Bed,1 Bath,--,Condo
419,"303 Gilmour Ave, Toronto, Ontario",-79.478953,43.665515,/CA/Home-For-Sale/ON/Toronto/The-Junction/303-Gilmour-Ave/73911804.html,"$999,995 CAD",3 Beds,3 Baths,--,Townhouse
420,"Pearl Place Condos - 19 Hollywood Ave, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Pearl-Place-Condos-19-Hollywood-Ave-Toronto-ON/86041647.html,"$579,900 CAD",--,--,--,Residential
2292,"123 Woodbine Ave, Toronto, Ontario",-79.304871,43.667569,/CA/Home-For-Sale/ON/Toronto/The-Beach/123-Woodbine-Ave/86760571.html,"$399,900 CAD",--,1 Bath,--,Residential
422,"BT Towns Bayview Village - 12 Dervock Crescent, Toronto, ON, Toronto, Ontario",-79.381199,43.767157,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/BT-Towns-Bayview-Village-12-Dervock-Crescent-Toronto-ON/86571460.html,"$750,000 CAD",--,--,--,Residential
423,"8 Scollard St, Toronto, Ontario",-79.388732,43.672651,/CA/Home-For-Sale/ON/Toronto/Yorkville/8-Scollard-St/85972731.html,"$499,900 CAD",--,1 Bath,499 Sqft,Residential
424,"Nordic Condos - 500 Wilson Avenue, Toronto, ON, Toronto, Ontario",-79.434095,43.737309,/CA/Home-For-Sale/ON/Toronto/Wilson-Heights-Dublin-Heights-Clanton-Park/Nordic-Condos-500-Wilson-Avenue-Toronto-ON/86041625.html,"$400,000 CAD",--,--,--,Residential
425,"231 Fort York Blvd, Toronto, Ontario",-79.406079,43.636979,/CA/Condo-For-Sale/ON/Toronto/Fort-York/231-Fort-York-Blvd/86681974.html,"$695,000 CAD",2 Beds,2 Baths,--,Condo
426,"4001 Don Mills Rd, Toronto, Ontario",-79.358997,43.809938,/CA/Home-For-Sale/ON/Toronto/Hillcrest-Village/4001-Don-Mills-Rd/82062259.html,"$579,888 CAD",3 Beds,2 Baths,--,Residential
427,"Aqualuna - Merchants' Wharf, Toronto, ON, Toronto, Ontario",-79.36287,43.644751,/CA/Home-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/Aqualuna-Merchants-Wharf-Toronto-ON/86041576.html,"$1,815,000 CAD",--,--,--,Residential
428,"JAC Condos - Jarvis & Carlton Toronto, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/JAC-Condos-Jarvis-Carlton-Toronto/86767719.html,"$498,972 CAD",--,--,350 Sqft,Apartment
429,"170 Fort York Blvd, Toronto, Ontario",-79.399786,43.639394,/CA/Condo-For-Sale/ON/Toronto/Cityplace/170-Fort-York-Blvd/86609201.html,"$599,990 CAD",1 Bed,1 Bath,--,Condo
430,"The Vic Towns - 1682 Victoria Park Avenue, Toronto, ON, Toronto, Ontario",-79.306129,43.732403,/CA/Home-For-Sale/ON/Toronto/Victoria-Park-Village/The-Vic-Towns-1682-Victoria-Park-Avenue-Toronto-ON/86041693.html,"$741,990 CAD",--,--,--,Residential
431,"2201 Kingston Road, Toronto, Ontario",-79.25284,43.703133,/CA/Condo-For-Sale/ON/Toronto/Cliffside/2201-Kingston-Road/72872510.html,"$350,900 CAD",--,--,--,Condo
432,"10 Audley St, Toronto, Ontario",-79.49418,43.61978,/CA/Condo-For-Sale/ON/Toronto/Mimico/10-Audley-St/84882437.html,"$500,000 CAD",--,--,--,Condo
433,"9 Amethyst Rd, Toronto, Ontario",-79.299379,43.778984,/CA/Home-For-Sale/ON/Toronto/Tam-O-Shanter-Sullivan/9-Amethyst-Rd/87129420.html,"$899,000 CAD",3 Beds,2 Baths,--,Residential
434,"45 Elphick Lane Toronto Ontario M9N4A2, Toronto, Ontario",-79.526034,43.704403,/CA/Home-For-Sale/ON/Toronto/Weston/45-Elphick-Lane-Toronto-Ontario-M9N4A2/81447230.html,"$599,999 CAD",3 Beds,2 Baths,--,Residential
435,"89 Church St, Toronto, Ontario",-79.375018,43.652084,/CA/Home-For-Sale/ON/Toronto/Old-Town/89-Church-St/82154272.html,"$399,988 CAD",--,--,--,Apartment
436,"31 Parliment st, Toronto, Ontario",-79.361241,43.648904,/CA/Condo-For-Sale/ON/Toronto/Distillery-District/31-Parliment-st/84388605.html,"$605,900 CAD",1 Bed,1 Bath,--,Condo
437,"16 Bradbrook Rd, Toronto, Ontario",-79.517472,43.625292,/CA/Home-For-Sale/ON/Toronto/The-Queensway/16-Bradbrook-Rd/74449623.html,"$720,000 CAD",3 Beds,2 Baths,--,Residential
438,"2121 Lake Shore, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/2121-Lake-Shore/80145395.html,"$699,900 CAD",2 Beds,2 Baths,--,Condo
439,"1369 Bloor Street West, Toronto, Ontario",-79.445671,43.657477,/CA/Condo-For-Sale/ON/Toronto/Junction-Triangle/1369-Bloor-Street-West/85504817.html,"$499,900 CAD",1 Bed,1 Bath,--,Condo
2316,"120 Harbour St, Toronto, Ontario",-79.381085,43.641099,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/120-Harbour-St/82759237.html,"$2,000,000 CAD",--,--,--,Condo
441,"226 Kingslake Rd, Toronto, Ontario",-79.346627,43.791676,/CA/Home-For-Sale/ON/Toronto/Don-Valley-Village/226-Kingslake-Rd/84388590.html,"$1,480,000 CAD",5 Beds,5 Baths,--,Residential
2340,"40 Ellins Ave, Toronto, Ontario",-79.497044,43.672197,/CA/Home-For-Sale/ON/Toronto/Lambton/40-Ellins-Ave/82102904.html,"$1,349,990 CAD",3 Beds,4 Baths,--,Residential
443,"No address available, Toronto, Ontario",-79.521954,43.620976,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/No-address-available/84406787.html,"$411,900 CAD",--,--,--,Condo
444,"57 Brock Condos - 57 Brock Avenue, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/57-Brock-Condos-57-Brock-Avenue-Toronto-ON/86041605.html,"$592,900 CAD",--,--,--,Residential
2364,"57 St.Joseph Street Toronto Ontario, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/57-StJoseph-Street-Toronto-Ontario/85868122.html,"$495,000 CAD",--,1 Bath,499 Sqft,Residential
446,"26 Pelmar Pl, Toronto, Ontario",-79.216446,43.756774,/CA/Home-For-Sale/ON/Toronto/Woburn/26-Pelmar-Pl/76651575.html,"$699,900 CAD",3 Beds,2 Baths,--,Residential
447,"18 Harbor St, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/18-Harbor-St/74149789.html,"$879,900 CAD",2 Beds,2 Baths,--,Condo
2388,"Yorkwoods Condos - 2839 Jane Street, Toronto, ON, Toronto, Ontario",-79.51558,43.751284,/CA/Home-For-Sale/ON/Toronto/Jane-and-Finch/Yorkwoods-Condos-2839-Jane-Street-Toronto-ON/86019979.html,"$300,000 CAD",--,--,--,Residential
449,"281 Avenue Road, Toronto, Ontario",-79.39802,43.678885,/CA/Condo-For-Sale/ON/Toronto/Summerhill/281-Avenue-Road/75668927.html,"$2,240,000 CAD",--,--,--,Condo
2412,"Water's Edge at The Cove - 2163 Lake Shore Boulevard West, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Waters-Edge-at-The-Cove-2163-Lake-Shore-Boulevard-West-Toronto-ON/86041655.html,"$524,900 CAD",--,--,--,Residential
451,"54 Leila Jackson Terrace, Toronto, Ontario",-79.522265,43.729889,/CA/Home-For-Sale/ON/Toronto/Downsview/54-Leila-Jackson-Terrace/81494911.html,"$949,000 CAD",4 Beds,3 Baths,--,Residential
452,"1182 King St W, Toronto, Ontario",-79.426812,43.639285,/CA/Condo-For-Sale/ON/Toronto/Liberty-Village/1182-King-St-W/73434583.html,"$430,000 CAD",--,--,--,Condo
453,"No address available, Toronto, Ontario",-79.415993,43.64163,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/No-address-available/87206718.html,"$598,000 CAD",1 Bed,1 Bath,--,Condo
454,"The Perry Condos = 128 Pears Avenue, Toronto, ON, Toronto, Ontario",-79.397877,43.675602,/CA/Home-For-Sale/ON/Toronto/The-Annex/The-Perry-Condos-128-Pears-Avenue-Toronto-ON/86041622.html,"$889,000 CAD",--,--,--,Residential
455,"110 Broadway Ave, Toronto, Toronto, Ontario",-79.3932,43.710969,/CA/Condo-For-Sale/ON/Toronto/Sherwood-Park/110-Broadway-Ave-Toronto/85744605.html,"$450,000 CAD",--,--,--,Condo
456,"410 Mclevin Ave, Toronto, Ontario",-79.221126,43.810167,/CA/Home-For-Sale/ON/Toronto/Malvern/410-Mclevin-Ave/78483613.html,"$419,900 CAD",2 Beds,2 Baths,--,Residential
457,"Pinnacle Toronto East - 3260 Sheppard Avenue East, Toronto, ON, Toronto, Ontario",-79.311139,43.778681,/CA/Home-For-Sale/ON/Toronto/Tam-O-Shanter-Sullivan/Pinnacle-Toronto-East-3260-Sheppard-Avenue-East-Toronto-ON/86041602.html,"$449,900 CAD",--,--,--,Residential
458,"1131 Bloor St W, Toronto, Ontario",-79.413319,43.664679,/CA/Condo-For-Sale/ON/Toronto/Seaton-Village/1131-Bloor-St-W/84882679.html,"$399,900 CAD",--,--,--,Condo
459,"92 King St. E, Toronto, Ontario",-79.37495,43.650055,/CA/Condo-For-Sale/ON/Toronto/Old-Town/92-King-St-E/85914510.html,"$599,888 CAD",2 Beds,1 Bath,--,Condo
460,"3 Southvale Drive, Toronto, Ontario",-79.361547,43.702047,/CA/Condo-For-Sale/ON/Toronto/Leaside/3-Southvale-Drive/82760438.html,"$1,063,000 CAD",--,--,--,Condo
461,"200 Manitoba St, Toronto, Ontario",-79.490973,43.624327,/CA/Condo-For-Sale/ON/Toronto/Mimico/200-Manitoba-St/87145423.html,"$539,000 CAD",1 Bed,2 Baths,--,Condo
2436,"8 Haus Boutique Condos - 2433 Dufferin Street, Toronto, ON, Toronto, Ontario",-79.450912,43.699124,/CA/Home-For-Sale/ON/Toronto/Fairbank/8-Haus-Boutique-Condos-2433-Dufferin-Street-Toronto-ON/86019745.html,"$300,000 CAD",--,--,--,Residential
2460,"770 Bay St, Toronto, Ontario",-79.385869,43.660137,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/770-Bay-St/83619807.html,"$899,000 CAD",2 Beds,2 Baths,--,Condo
464,"1762 KEELE STREET, Toronto, Ontario",-79.473725,43.686712,/CA/Home-For-Sale/ON/Toronto/Silverthorn/1762-KEELE-STREET/32395448.html,"$749,000 CAD",--,--,1668 Sqft,Apartment
2484,"511 Kingston Road, Toronto, Ontario",-79.302061,43.677539,/CA/Condo-For-Sale/ON/Toronto/The-Beach/511-Kingston-Road/82258453.html,"$732,875 CAD",--,--,--,Condo
466,"7 Grenville St, Toronto, Ontario",-79.38363,43.661762,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/7-Grenville-St/84618292.html,"$949,999 CAD",2 Beds,2 Baths,--,Condo
467,"No address available, Toronto, Ontario",-79.178578,43.766777,/CA/Home-For-Sale/ON/Toronto/West-Hill/No-address-available/81722899.html,"$1,275,000 CAD",--,--,--,Residential
468,"35 Sealstone Terr, Toronto, Ontario",-79.217567,43.791067,/CA/Home-For-Sale/ON/Toronto/Seven-Oaks-Morningside/35-Sealstone-Terr/74803339.html,"$869,000 CAD",3 Beds,3 Baths,--,Residential
469,"123 Woodbine Ave `, Toronto, Ontario",-79.304871,43.667569,/CA/Condo-For-Sale/ON/Toronto/The-Beach/123-Woodbine-Ave-/87313102.html,"$399,999 CAD",--,1 Bath,--,Condo
470,"28 Wandering Tr, Toronto, Ontario",-79.207723,43.822337,/CA/Home-For-Sale/ON/Toronto/Morningside-Heights/28-Wandering-Tr/87000758.html,"$999,999 CAD",4 Beds,5 Baths,--,Residential
2508,"20 Minowan Miikan Lane, Toronto, Ontario",-79.428134,43.643063,/CA/Condo-For-Sale/ON/Toronto/Beaconsfield-Village/20-Minowan-Miikan-Lane/81772766.html,"$629,000 CAD",2 Beds,1 Bath,--,Condo
472,"15 Garden Pl, Toronto, Ontario",-79.540994,43.588964,/CA/Home-For-Sale/ON/Toronto/Long-Branch/15-Garden-Pl/86271207.html,"$799,900 CAD",2 Beds,1 Bath,--,Residential
473,"55 Bremner Blvd, Toronto, Ontario",-79.380503,43.642945,/CA/Condo-For-Sale/ON/Toronto/Financial-District/55-Bremner-Blvd/84847110.html,"$749,900 CAD",1 Bed,1 Bath,--,Condo
474,"Junction House - 2720 Dundas Street West, Toronto, ON, Toronto, Ontario",-79.459697,43.665088,/CA/Home-For-Sale/ON/Toronto/The-Junction/Junction-House-2720-Dundas-Street-West-Toronto-ON/86041671.html,"$628,800 CAD",--,--,--,Residential
475,"17 Zorra St 2109, Toronto, Ontario",-79.5219064,43.6209958,/CA/Condo-For-Sale/ON/Toronto/The-Queensway/17-Zorra-St/87303829.html,"$449,800 CAD",1 Bed,1 Bath,--,Condo
476,"847 Sheppard Avenue West, Toronto, Ontario",-79.452416,43.752384,/CA/Other-Sale/ON/Toronto/Wilson-Heights-Dublin-Heights-Clanton-Park/847-Sheppard-Avenue-West/82381784.html,"$459,900 CAD",--,--,--,Other
477,"887 Bay St, Toronto, Ontario",-79.386307,43.66295,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/887-Bay-St/81772761.html,"$634,900 CAD",1 Bed,1 Bath,--,Condo
478,"Monde Condos - 12 Bonnycastle Street, Toronto, ON, Toronto, Ontario",-79.365136,43.646099,/CA/Home-For-Sale/ON/Toronto/Downtown-Toronto/St-Lawrence/Monde-Condos-12-Bonnycastle-Street-Toronto-ON/86041648.html,"$1,228,990 CAD",--,--,--,Residential
479,"88 Harbour St, Toronto, Ontario",-79.379699,43.641755,/CA/Condo-For-Sale/ON/Toronto/Harbourfront/88-Harbour-St/86361036.html,"$718,000 CAD",1 Bed,1 Bath,--,Condo
480,"444 Front Street W, Toronto, Ontario",-79.396204,43.64235,/CA/Condo-For-Sale/ON/Toronto/Fashion-District/444-Front-Street-W/83410996.html,"$832,500 CAD",--,--,--,Condo
2532,"St. Clair Village Condos - 900 St. Clair Avenue West, Toronto, ON, Toronto, Ontario",-79.43353,43.680339,/CA/Home-For-Sale/ON/Toronto/Oakwood-Vaughan/St-Clair-Village-Condos-900-St-Clair-Avenue-West-Toronto-ON/86041746.html,"$479,900 CAD",--,--,--,Residential
482,"35 Hayden St, Toronto, Ontario",-79.384657,43.669558,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/35-Hayden-St/83350595.html,"$692,000 CAD",1 Bed,1 Bath,--,Condo
2556,"188 Doris Ave, Toronto, Ontario",-79.410238,43.767503,/CA/Condo-For-Sale/ON/Toronto/Willowdale/188-Doris-Ave/72642276.html,"$529,900 CAD",1 Bed,1 Bath,--,Condo
484,"164 St Clair Ave E, Toronto, Ontario",-79.38665,43.6899,/CA/Home-For-Sale/ON/Toronto/Moore-Park/164-St-Clair-Ave-E/83240175.html,"$2,299,900 CAD",5 Beds,5 Baths,--,Residential
485,"73 Joseph Griffith Lane Toronto Ontario M3L0C9, Toronto, Ontario",-79.522396,43.726546,/CA/Home-For-Sale/ON/Toronto/Downsview/73-Joseph-Griffith-Lane-Toronto-Ontario-M3L0C9/81440623.html,"$699,900 CAD",3 Beds,4 Baths,--,Residential
486,"75 East Liberty St, Toronto, Ontario",-79.414904,43.637991,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/75-East-Liberty-St/81773061.html,"$627,000 CAD",1 Bed,1 Bath,--,Condo
487,"Nord West Condos at Expo City - 2920 Highway 7, Vaughan, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/Nord-West-Condos-at-Expo-City-2920-Highway-7-Vaughan-ON/86041606.html,"$643,975 CAD",--,--,--,Residential
2580,"1 Valhalla Inn Rd ``, Toronto, Ontario",-79.559892,43.640668,/CA/Condo-For-Sale/ON/Toronto/Eatonville/1-Valhalla-Inn-Rd-/87313183.html,"$449,900 CAD",1 Bed,1 Bath,--,Condo
489,"750 Bay St, Toronto, Ontario",-79.385926,43.659667,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/750-Bay-St/81772784.html,"$628,000 CAD",1 Bed,1 Bath,--,Condo
490,"85 The Donway W Way Toronto Ontario M3C 0L9, Toronto, Ontario",-79.346205,43.733061,/CA/Home-For-Sale/ON/Toronto/Don-Mills/85-The-Donway-W-Way-Toronto-Ontario-M3C-0L9/82112595.html,"$568,000 CAD",1 Bed,1 Bath,--,Apartment
491,"38 Howard Park Ave, Toronto, Ontario",-79.450175,43.651944,/CA/Condo-For-Sale/ON/Toronto/Roncesvalles/38-Howard-Park-Ave/87361753.html,"$599,900 CAD",2 Beds,2 Baths,--,Condo
492,"120 Bayview Ave, Toronto, Ontario",-79.354472,43.653939,/CA/Home-For-Sale/ON/Toronto/West-Don-Lands/120-Bayview-Ave/79810687.html,"$599,000 CAD",2 Beds,2 Baths,--,Residential
493,"65 Bremner Blvd, Toronto, Ontario",-79.380647,43.642914,/CA/Home-For-Sale/ON/Toronto/Financial-District/65-Bremner-Blvd/87131334.html,"$599,000 CAD",--,1 Bath,499 Sqft,Residential
494,"637 Lake Shore Blvd W, Toronto, Ontario",-79.402086,43.635311,/CA/Condo-For-Sale/ON/Toronto/Fort-York/637-Lake-Shore-Blvd-W/86019710.html,"$870,000 CAD",1 Bed,1 Bath,--,Condo
495,"207 Galloway Rd # 704, Toronto, Ontario",-79.3849,43.6529,/CA/Condo-For-Sale/ON/Toronto/Bay-Street-Corridor/207-Galloway-Rd-704/86557461.html,"$375,000 CAD",2 Beds,1 Bath,--,Condo
496,"10A Edward St, Toronto, Ontario",-79.381738,43.657067,/CA/Other-Sale/ON/Toronto/Bay-Street-Corridor/10A-Edward-St/86737866.html,"$229,000 CAD",--,--,2400 Sqft,Other
2604,"101 Charles St E, Toronto, Ontario",-79.380555,43.669643,/CA/Condo-For-Sale/ON/Toronto/Church-and-Wellesley/101-Charles-St-E/74200058.html,"$799,000 CAD",1 Bed,1 Bath,--,Condo
2628,"284 Bloor St W, Toronto, Ontario",-79.401113,43.66752,/CA/Condo-For-Sale/ON/Toronto/The-Annex/284-Bloor-St-W/87314099.html,"$599,000 CAD",2 Beds,1 Bath,--,Condo
499,"1630 Queen Street East, Toronto, Ontario",-79.315957,43.66666,/CA/Condo-For-Sale/ON/Toronto/The-Upper-Beaches/1630-Queen-Street-East/82258583.html,"$992,990 CAD",--,--,--,Condo
2652,"85 East Liberty St, Toronto, Ontario",-79.415396,43.637897,/CA/Condo-For-Sale/ON/Toronto/King-West-Village/85-East-Liberty-St/87145418.html,"$529,000 CAD",1 Bed,1 Bath,--,Condo
2676,"No address available, Toronto, Ontario",-79.398839,43.638833,/CA/Home-For-Sale/ON/Toronto/Cityplace/No-address-available/78766427.html,"$565,000 CAD",1 Bed,1 Bath,--,Apartment
502,"5 Everson Dr, Toronto, Ontario",-79.40675,43.757547,/CA/Condo-For-Sale/ON/Toronto/Willowdale/5-Everson-Dr/75025183.html,"$632,500 CAD",2 Beds,2 Baths,--,Condo
503,"55 Charles Street East, Toronto, Ontario",-79.383532,43.668901,/CA/Home-For-Sale/ON/Toronto/Church-and-Wellesley/55-Charles-Street-East/84881033.html,"$550,000 CAD",--,--,--,Apartment
2700,"18 Rean Dr, Toronto, Ontario",-79.383178,43.766976,/CA/Home-For-Sale/ON/Toronto/Bayview-Village/18-Rean-Dr/82062960.html,"$568,000 CAD",2 Beds,2 Baths,--,Residential
505,"Eglinton Avenue East, Toronto, Ontario",-79.304742,43.726059,/CA/Condo-For-Sale/ON/Toronto/Victoria-Park-Village/Eglinton-Avenue-East/74928533.html,"$550,900 CAD",--,--,--,Condo
2724,"10 Navy Wharf Cr, Toronto, Ontario",-79.391757,43.640323,/CA/Home-For-Sale/ON/Toronto/Cityplace/10-Navy-Wharf-Cr/84109598.html,"$669,900 CAD",--,--,--,Residential
507,"5 Northtown Way, Toronto, Ontario",-79.413831,43.775123,/CA/Condo-For-Sale/ON/Toronto/Willowdale/5-Northtown-Way/82103308.html,"$699,000 CAD",2 Beds,2 Baths,--,Condo
508,"The Point at Emerald City - Don Mills Road, Toronto, ON, Toronto, Ontario",-79.3849,43.6529,/CA/Home-For-Sale/ON/Toronto/Bay-Street-Corridor/The-Point-at-Emerald-City-Don-Mills-Road-Toronto-ON/86041578.html,"$654,900 CAD",--,--,--,Residential
2748,"197 Yonge St, Toronto, Ontario",-79.379373,43.653346,/CA/Condo-For-Sale/ON/Toronto/Garden-District/197-Yonge-St/86019705.html,"$780,000 CAD",1 Bed,1 Bath,--,Condo
2772,"11 Michael Power Pl `, Toronto, Ontario",-79.530295,43.644779,/CA/Condo-For-Sale/ON/Toronto/Islington-Village/11-Michael-Power-Pl-/86359543.html,"$599,500 CAD",2 Beds,1 Bath,--,Condo
